conf_no,subfile,threshold,downsample,accuracy,precision,recall,f1_score,mcc,prevalence
0,0.0,80,False,0.8291450604972743,0.2119601328903654,0.7631578947368421,0.3317732709308372,0.3414041518005507,0.0555777157292913
0,1.0,80,False,0.807316771721666,0.0592958616429895,0.7272727272727273,0.1096516276413478,0.1696958012145973,0.0163144234334445
0,2.0,80,False,0.7991480996068152,0.409165302782324,0.49800796812749,0.449236298292902,0.3302197814383091,0.1644823066841415
0,,80,False,0.8147771110158594,0.1780455153949129,0.6321292775665399,0.2778358053060372,0.2639020756278162,0.0563651950278611
0,0.0,80,True,0.6308100929614874,0.1976744186046511,0.9714285714285714,0.3285024154589371,0.3307146917664193,0.0929614873837981
0,1.0,80,True,0.4740740740740741,0.0512249443207126,1.0,0.097457627118644,0.1532875850661827,0.028395061728395
0,2.0,80,True,0.7003257328990228,0.4489795918367347,0.8571428571428571,0.5892857142857143,0.4381827649567401,0.250814332247557
0,,80,True,0.574331550802139,0.1670212765957446,0.923529411764706,0.2828828828828829,0.2661762677935253,0.0909090909090909
0,0.0,81,False,0.8381864113814652,0.2204338698390482,0.7535885167464115,0.3410936654033568,0.3485040838220526,0.0555777157292913
0,1.0,81,False,0.8173278951921888,0.0624187256176853,0.7272727272727273,0.1149700598802395,0.1763134810723757,0.0163144234334445
0,2.0,81,False,0.8060288335517694,0.4224137931034483,0.4880478087649402,0.4528650646950092,0.337020799861374,0.1644823066841415
0,,81,False,0.8238855550792971,0.1849450239639131,0.623574144486692,0.2852794085670798,0.270061794311108,0.0563651950278611
0,0.0,81,True,0.6547144754316069,0.2085889570552147,0.9714285714285714,0.3434343434343434,0.3479296889047139,0.0929614873837981
0,1.0,81,True,0.4901234567901235,0.0527522935779816,1.0,0.1002178649237472,0.1583321497017602,0.028395061728395
0,2.0,81,True,0.7133550488599348,0.4615384615384615,0.8571428571428571,0.6,0.4539305974591436,0.250814332247557
0,,81,True,0.593048128342246,0.1734806629834254,0.923529411764706,0.292093023255814,0.2781530787204624,0.0909090909090909
