filename,conf_no,model,LOOKBACK_SIZE,kernel_size,n_filters,padding,pool_size,dense_layer_size,dropout,optimizer,loss,epochs,intermediate_dims,latent_dim,lstm_neurons,batch_size,batch_size_train,batch_size_test,threshold,lower_boundary,upper_boundary,downsample,subfile,bottom_depth,top_depth,accuracy,error_rate,prevalence,null_error_rate,precision,recall,specificity,fallout,miss_rate,f1_score,f2_score,false_discovery_rate,false_omission_rate,mcc,tp,tn,fp,fn
15_9-F-11 T2.csv,0,ae,,,,,,,,adam,mean_absolute_error,20,[4],2,,,64,1,80,0.6,0.3,False,0.0,2582.9,3336.2000000000003,0.8275587415372362,0.1724412584627638,0.0554891809372096,0.9445108190627904,0.2076974120769741,0.7488038277511961,0.8321855235418131,0.1678144764581869,0.2511961722488038,0.3251948051948052,0.4922931739540736,0.7923025879230259,0.0174244938599402,0.3324853971583448,313,5921,1194,105
15_9-F-11 T2.csv,0,ae,,,,,,,,adam,mean_absolute_error,20,[4],2,,,64,1,80,0.6,0.3,False,1.0,3338.3,4148.6,0.8068616561767247,0.1931383438232753,0.0162902628656053,0.9837097371343948,0.0579888957433682,0.7121212121212122,0.8084305607828378,0.1915694392171622,0.2878787878787879,0.1072447233314318,0.2187063750581666,0.9420111042566316,0.0058623881518049,0.164725668740742,94,6444,1527,38
15_9-F-11 T2.csv,0,ae,,,,,,,,adam,mean_absolute_error,20,[4],2,,,64,1,80,0.6,0.3,False,2.0,4206.6,4513.0,0.7881853785900783,0.2118146214099216,0.1638381201044386,0.8361618798955613,0.3800978792822186,0.4641434262948207,0.8516783762685401,0.1483216237314598,0.5358565737051793,0.4179372197309417,0.4444868370850819,0.6199021207177814,0.109751121991024,0.2922009585967584,233,2182,380,269
15_9-F-11 T2.csv,0,ae,,,,,,,,adam,mean_absolute_error,20,[4],2,,,64,1,80,0.6,0.3,False,,2582.9,4513.0,0.8121390374331551,0.1878609625668449,0.0562566844919786,0.9437433155080214,0.1710772520716386,0.6083650190114068,0.8242860380779692,0.1757139619220308,0.3916349809885932,0.2670561235134571,0.4025663605484967,0.8289227479283614,0.0275419479911758,0.2492001224719948,640,14547,3101,412
15_9-F-11 T2.csv,0,ae,,,,,,,,adam,mean_absolute_error,20,[4],2,,,64,1,80,,,True,0.0,2582.9,3336.2000000000003,0.616710875331565,0.383289124668435,0.0928381962864721,0.9071618037135278,0.1915492957746478,0.9714285714285714,0.5804093567251462,0.4195906432748538,0.0285714285714285,0.3199999999999999,0.5354330708661417,0.8084507042253521,0.0050125313283208,0.3208396197737417,68,397,287,2
15_9-F-11 T2.csv,0,ae,,,,,,,,adam,mean_absolute_error,20,[4],2,,,64,1,80,,,True,1.0,3338.3,4148.6,0.31442663378545,0.6855733662145499,0.0283600493218249,0.9716399506781752,0.0397236614853195,1.0,0.2944162436548223,0.7055837563451777,0.0,0.0764119601328903,0.1713859910581222,0.9602763385146804,0.0,0.1081447696318389,23,232,556,0
15_9-F-11 T2.csv,0,ae,,,,,,,,adam,mean_absolute_error,20,[4],2,,,64,1,80,,,True,2.0,4206.6,4513.0,0.6915584415584416,0.3084415584415584,0.25,0.75,0.4415584415584415,0.8831168831168831,0.6277056277056277,0.3722943722943723,0.1168831168831168,0.5887445887445887,0.7359307359307359,0.5584415584415584,0.0584415584415584,0.4423852711972457,68,145,86,9
15_9-F-11 T2.csv,0,ae,,,,,,,,adam,mean_absolute_error,20,[4],2,,,64,1,80,,,True,,2582.9,4513.0,0.4981313400961025,0.5018686599038975,0.0907634810464495,0.9092365189535504,0.1461397058823529,0.9352941176470588,0.4544920728126835,0.5455079271873166,0.0647058823529411,0.2527821939586645,0.4496606334841629,0.8538602941176471,0.0140127388535031,0.2269389061733913,159,774,929,11
15_9-F-11 T2.csv,0,ae,,,,,,,,adam,mean_absolute_error,20,[4],2,,,64,1,81,0.6,0.3,False,0.0,2582.9,3336.2000000000003,0.8364529403955927,0.1635470596044072,0.0554891809372096,0.9445108190627904,0.2157821229050279,0.7392344497607656,0.8421644413211525,0.1578355586788475,0.2607655502392344,0.334054054054054,0.4977448453608247,0.784217877094972,0.0178659236190788,0.3392171263247165,309,5992,1123,109
15_9-F-11 T2.csv,0,ae,,,,,,,,adam,mean_absolute_error,20,[4],2,,,64,1,81,0.6,0.3,False,1.0,3338.3,4148.6,0.8163643095149945,0.1836356904850055,0.0162902628656053,0.9837097371343948,0.0597402597402597,0.696969696969697,0.8183414878936144,0.1816585121063856,0.303030303030303,0.1100478468899521,0.2224371373307543,0.9402597402597402,0.0060947737315252,0.1662652066961971,92,6523,1448,40
