conf_no,subfile,threshold,downsample,accuracy,precision,recall,f1_score,mcc,prevalence
0,0.0,80,False,0.8275587415372362,0.2076974120769741,0.7488038277511961,0.3251948051948052,0.3324853971583448,0.0554891809372096
0,1.0,80,False,0.8068616561767247,0.0579888957433682,0.7121212121212122,0.1072447233314318,0.164725668740742,0.0162902628656053
0,2.0,80,False,0.7881853785900783,0.3800978792822186,0.4641434262948207,0.4179372197309417,0.2922009585967584,0.1638381201044386
0,,80,False,0.8121390374331551,0.1710772520716386,0.6083650190114068,0.2670561235134571,0.2492001224719948,0.0562566844919786
0,0.0,80,True,0.616710875331565,0.1915492957746478,0.9714285714285714,0.3199999999999999,0.3208396197737417,0.0928381962864721
0,1.0,80,True,0.31442663378545,0.0397236614853195,1.0,0.0764119601328903,0.1081447696318389,0.0283600493218249
0,2.0,80,True,0.6915584415584416,0.4415584415584415,0.8831168831168831,0.5887445887445887,0.4423852711972457,0.25
0,,80,True,0.4981313400961025,0.1461397058823529,0.9352941176470588,0.2527821939586645,0.2269389061733913,0.0907634810464495
0,0.0,81,False,0.8364529403955927,0.2157821229050279,0.7392344497607656,0.334054054054054,0.3392171263247165,0.0554891809372096
0,1.0,81,False,0.8163643095149945,0.0597402597402597,0.696969696969697,0.1100478468899521,0.1662652066961971,0.0162902628656053
0,2.0,81,False,0.7943864229765013,0.3900343642611684,0.4521912350597609,0.4188191881918819,0.295932956462595,0.1638381201044386
0,,81,False,0.820855614973262,0.176702307259426,0.596958174904943,0.2726877985236648,0.2532134357656853,0.0562566844919786
0,0.0,81,True,0.6419098143236074,0.2023809523809523,0.9714285714285714,0.334975369458128,0.3384226613153287,0.0928381962864721
0,1.0,81,True,0.3304562268803945,0.0406360424028268,1.0,0.0780984719864176,0.1124024133358423,0.0283600493218249
0,2.0,81,True,0.7012987012987013,0.4489795918367347,0.8571428571428571,0.5892857142857143,0.4390900834760703,0.25
0,,81,True,0.5168179391350775,0.1496663489037178,0.923529411764706,0.2575881870385562,0.2313484377511087,0.0907634810464495
0,0.0,82,False,0.8454798884906412,0.2249262536873156,0.7296650717703349,0.3438556933483653,0.3467702713153305,0.0554891809372096
0,1.0,82,False,0.826360607182525,0.0630568882796435,0.696969696969697,0.1156505342551854,0.1731216314101502,0.0162902628656053
0,2.0,82,False,0.8002610966057441,0.4003623188405797,0.4402390438247012,0.4193548387096775,0.2995591854029942,0.1638381201044386
0,,82,False,0.8297860962566845,0.1835461835461835,0.5874524714828897,0.2797012898845892,0.2588728808578786,0.0562566844919786
0,0.0,82,True,0.6750663129973474,0.2186495176848874,0.9714285714285714,0.3569553805774278,0.3632388818953736,0.0928381962864721
0,1.0,82,True,0.3575832305795314,0.040590405904059,0.9565217391304348,0.0778761061946902,0.1045818813076793,0.0283600493218249
0,2.0,82,True,0.7175324675324676,0.4642857142857143,0.8441558441558441,0.5990783410138248,0.4517539514526256,0.25
0,,82,True,0.5445808862786973,0.1560926485397784,0.9117647058823528,0.2665520206362855,0.2415718942498609,0.0907634810464495
0,0.0,83,False,0.8541085888756139,0.234192037470726,0.7177033492822966,0.3531489111241906,0.3533368632064662,0.0554891809372096
0,1.0,83,False,0.8363569048500555,0.0667634252539912,0.696969696969697,0.1218543046357615,0.1804851394866456,0.0162902628656053
0,2.0,83,False,0.8058093994778068,0.4107485604606526,0.4262948207171315,0.418377321603128,0.3019482210437134,0.1638381201044386
0,,83,False,0.8385026737967914,0.190566037735849,0.5760456273764258,0.2863894139886578,0.2638517314224275,0.0562566844919786
0,0.0,83,True,0.7082228116710876,0.2377622377622377,0.9714285714285714,0.3820224719101123,0.390386509709327,0.0928381962864721
0,1.0,83,True,0.3834771886559803,0.0422264875239923,0.9565217391304348,0.0808823529411764,0.111964052870761,0.0283600493218249
0,2.0,83,True,0.7337662337662337,0.4814814814814814,0.8441558441558441,0.6132075471698113,0.4722363895264207,0.25
0,,83,True,0.5718099305926322,0.1645435244161358,0.9117647058823528,0.2787769784172662,0.2583422928877738,0.0907634810464495
0,0.0,84,False,0.8627372892605868,0.2446102819237147,0.7057416267942583,0.3633004926108374,0.3606675739114939,0.0554891809372096
0,1.0,84,False,0.8458595581883254,0.069390902081727,0.6818181818181818,0.125962211336599,0.1831159748983313,0.0162902628656053
0,2.0,84,False,0.8077676240208878,0.4114052953156822,0.4023904382470119,0.4068479355488418,0.2921872452818425,0.1638381201044386
0,,84,False,0.8464171122994653,0.1960587842351369,0.5579847908745247,0.2901631240731587,0.2649066037745441,0.0562566844919786
0,0.0,84,True,0.7347480106100795,0.2537878787878788,0.9571428571428572,0.4011976047904191,0.4070880207593158,0.0928381962864721
0,1.0,84,True,0.406905055487053,0.0438247011952191,0.9565217391304348,0.0838095238095238,0.1187426110083368,0.0283600493218249
0,2.0,84,True,0.7467532467532467,0.4961240310077519,0.8311688311688312,0.6213592233009709,0.4825271149586058,0.25
0,,84,True,0.5947677522690871,0.170949720670391,0.9,0.2873239436619718,0.2670225447490459,0.0907634810464495
0,0.0,85,False,0.8701712465153325,0.252212389380531,0.6818181818181818,0.3682170542635659,0.3609902266106418,0.0554891809372096
0,1.0,85,False,0.8556090336912254,0.0731907894736842,0.6742424242424242,0.1320474777448071,0.1888732704636526,0.0162902628656053
0,2.0,85,False,0.8133159268929504,0.4239130434782608,0.3884462151394422,0.4054054054054054,0.2953277419148308,0.1638381201044386
0,,85,False,0.8545454545454545,0.2027797576621525,0.5408745247148289,0.294971487817522,0.2671894075907194,0.0562566844919786
