filename,conf_no,model,LOOKBACK_SIZE,kernel_size,n_filters,padding,pool_size,dense_layer_size,dropout,optimizer,loss,epochs,intermediate_dims,latent_dim,lstm_neurons,batch_size,threshold,lower_boundary,upper_boundary,downsample,subfile,bottom_depth,top_depth,accuracy,error_rate,prevalence,null_error_rate,precision,recall,specificity,fallout,miss_rate,f1_score,f2_score,false_discovery_rate,false_omission_rate,mcc,tp,tn,fp,fn
15_9-F-11 T2.csv,0,lstm,12,,,,,,0.2,adam,mean_absolute_error,4,,,[2],,80,0.6,0.3,False,0.0,2582.9,3336.2000000000003,0.8307405930062491,0.1692594069937508,0.0555777157292913,0.9444222842707088,0.2159468438538206,0.777511961722488,0.8338730114036322,0.1661269885963677,0.2224880382775119,0.3380135205408216,0.511488825936418,0.7840531561461794,0.0154587765957446,0.350107685737812,325,5923,1180,93
15_9-F-11 T2.csv,0,lstm,12,,,,,,0.2,adam,mean_absolute_error,4,,,[2],,80,0.6,0.3,False,1.0,3338.3,4148.6,0.8083055246570263,0.1916944753429736,0.0163144234334445,0.9836855765665554,0.0617665225447807,0.7575757575757576,0.8091468777484608,0.1908531222515391,0.2424242424242424,0.1142204454597373,0.2328830926874709,0.9382334774552192,0.0049443757725587,0.179450262645484,100,6440,1519,32
15_9-F-11 T2.csv,0,lstm,12,,,,,,0.2,adam,mean_absolute_error,4,,,[2],,80,0.6,0.3,False,2.0,4206.6,4513.0,0.8174967234600262,0.1825032765399737,0.1644823066841415,0.8355176933158585,0.4549918166939443,0.5537848605577689,0.8694117647058823,0.1305882352941176,0.446215139442231,0.499550763701707,0.5307369224894998,0.5450081833060556,0.0917656698074559,0.39206642239534,278,2217,333,224
15_9-F-11 T2.csv,0,lstm,12,,,,,,0.2,adam,mean_absolute_error,4,,,[2],,80,0.6,0.3,False,,2582.9,4513.0,0.8188491213030433,0.1811508786969567,0.0563651950278611,0.9436348049721388,0.1882195448460508,0.6682509505703422,0.8278446513740632,0.1721553486259368,0.3317490494296577,0.2937121370378107,0.4425280120861135,0.8117804551539491,0.0233773193114073,0.2859676609381984,703,14580,3032,349
15_9-F-11 T2.csv,0,lstm,12,,,,,,0.2,adam,mean_absolute_error,4,,,[2],,80,,,True,0.0,2582.9,3336.2000000000003,0.6095617529880478,0.3904382470119522,0.0929614873837981,0.9070385126162018,0.1871508379888268,0.9571428571428572,0.5739385065885798,0.4260614934114202,0.0428571428571428,0.3130841121495327,0.525078369905956,0.8128491620111732,0.0075949367088607,0.3088021905974626,67,392,291,3
15_9-F-11 T2.csv,0,lstm,12,,,,,,0.2,adam,mean_absolute_error,4,,,[2],,80,,,True,1.0,3338.3,4148.6,0.382716049382716,0.6172839506172839,0.028395061728395,0.971604938271605,0.0439770554493307,1.0,0.3646759847522236,0.6353240152477764,0.0,0.0842490842490842,0.1869918699186992,0.9560229445506692,0.0,0.1266387618483687,23,287,500,0
15_9-F-11 T2.csv,0,lstm,12,,,,,,0.2,adam,mean_absolute_error,4,,,[2],,80,,,True,2.0,4206.6,4513.0,0.7198697068403909,0.2801302931596091,0.250814332247557,0.749185667752443,0.4693877551020408,0.8961038961038961,0.6608695652173913,0.3391304347826087,0.1038961038961039,0.6160714285714285,0.7582417582417582,0.5306122448979592,0.05,0.4833092690968673,69,152,78,8
15_9-F-11 T2.csv,0,lstm,12,,,,,,0.2,adam,mean_absolute_error,4,,,[2],,80,,,True,,2582.9,4513.0,0.5294117647058824,0.4705882352941176,0.0909090909090909,0.9090909090909092,0.1546692607003891,0.9352941176470588,0.4888235294117647,0.5111764705882353,0.0647058823529411,0.2654424040066778,0.4654566744730679,0.8453307392996109,0.013064133016627,0.2450657739560982,159,831,869,11
15_9-F-11 T2.csv,0,lstm,12,,,,,,0.2,adam,mean_absolute_error,4,,,[2],,81,0.6,0.3,False,0.0,2582.9,3336.2000000000003,0.8395160218056109,0.160483978194389,0.0555777157292913,0.9444222842707088,0.2239328201539538,0.7655502392344498,0.8438687878361256,0.1561312121638744,0.2344497607655502,0.3465078505684894,0.5159625927120284,0.7760671798460462,0.0160866710439921,0.3559008260329815,320,5994,1109,98
15_9-F-11 T2.csv,0,lstm,12,,,,,,0.2,adam,mean_absolute_error,4,,,[2],,81,0.6,0.3,False,1.0,3338.3,4148.6,0.817822271659869,0.182177728340131,0.0163144234334445,0.9836855765665554,0.0637191157347204,0.7424242424242424,0.8190727478326423,0.1809272521673577,0.2575757575757575,0.1173652694610778,0.2371732817037754,0.9362808842652796,0.0051884632992522,0.1812864726897381,98,6519,1440,34
